scenario,station,label,timestamp_ns,path_count,total_power_linear,path_loss_db,mean_excess_delay_s,rms_delay_spread_s,rms_delay_spread_ns,asa_deg,asd_deg,esa_deg,esd_deg,los_power_linear,nlos_power_linear,k_factor_db,los_present
with_train_blockage,TX5,Portal,0,4.0,1.870914020346281e-13,127.2794617046213,2.617981452669163e-10,1.3325788353514379e-09,1.3325788353514378,17.855135920054256,0.09104655957031496,20.276030768785176,0.021673485355097964,0.0,1.870914020346281e-13,,0.0
with_train_blockage,TX5,Portal,10285714,4.0,1.8743101882564146e-13,127.27158534099064,2.7071012571776016e-10,1.4728027599557252e-09,1.4728027599557252,19.96137218864226,0.09112969518357665,20.173188596583465,0.021681204450450093,0.0,1.8743101882564146e-13,,0.0
with_train_blockage,TX5,Portal,20571429,4.0,1.8777143290827055e-13,127.26370479556618,2.808544255224289e-10,1.6419837786969608e-09,1.6419837786969609,19.957079737464774,0.09121253023232663,20.084789479035766,0.02168724173629397,0.0,1.8777143290827055e-13,,0.0
with_train_blockage,TX5,Portal,30857143,4.0,1.881126612567422e-13,127.25581972504472,2.920854163983529e-10,1.8380767089781273e-09,1.8380767089781274,19.9523018891718,0.0912951096461585,20.0123538281594,0.021691775266220462,0.0,1.881126612567422e-13,,0.0
with_train_blockage,TX5,Portal,41142857,4.0,1.8845472539104145e-13,127.24792968399969,3.0421566367399157e-10,2.0575061097765096e-09,2.0575061097765097,19.947116639252133,0.09137749403604657,19.954936576465776,0.021695041504085962,0.0,1.8845472539104145e-13,,0.0
with_train_blockage,TX5,Portal,51428571,4.0,1.8879764745964453e-13,127.24003421593353,3.1705444200515305e-10,2.29616480288352e-09,2.29616480288352,19.9416040406651,0.09145974642592547,19.910264460121503,0.02169728450380053,0.0,1.8879764745964453e-13,,0.0
with_train_blockage,TX5,Portal,61714286,4.0,1.8914144775411633e-13,127.23213291046704,3.3043167913871623e-10,2.550141199574397e-09,2.550141199574397,19.9358358487575,0.09154192377353958,19.875745913617834,0.0216987237312087,0.0,1.8914144775411633e-13,,0.0
with_train_blockage,TX5,Portal,72000000,4.0,1.89486143723313e-13,127.22422542553552,3.442070380624139e-10,2.816072719776406e-09,2.8160727197764057,19.92987149285175,0.09162407355612064,19.84903561436598,0.021699541355782993,0.0,1.89486143723313e-13,,0.0
with_train_blockage,TX5,Portal,82285714,4.0,1.898317499420563e-13,127.21631148750349,3.5826970205849324e-10,3.091229715658027e-09,3.0912297156580273,19.923758043707355,0.09170623359985158,19.828231180095326,0.021699881912663966,0.0,1.898317499420563e-13,,0.0
with_train_blockage,TX5,Portal,92571429,4.0,1.9017827850386048e-13,127.20839088158982,3.725341319344557e-10,3.3734629052024385e-09,3.3734629052024383,19.917531936707146,0.09178843336289691,19.811873308333237,0.021699857446838416,0.0,1.9017827850386048e-13,,0.0
with_train_blockage,TX5,Portal,102857143,4.0,1.9052573951817586e-13,127.20046344001055,3.869349205369255e-10,3.6611037837110205e-09,3.6611037837110203,19.911221110655692,0.09187069558794132,19.79887258393504,0.021699553996542546,0.0,1.9052573951817586e-13,,0.0
with_train_blockage,TX5,Portal,113142857,4.0,1.9087414156864765e-13,127.19252903113455,4.0142212132099227e-10,3.9528625485064625e-09,3.9528625485064626,19.904846965440694,0.09195303783359106,19.78842444750485,0.021699037558812903,0.0,1.9087414156864765e-13,,0.0
with_train_blockage,TX5,Portal,123428571,4.0,1.9122349208742567e-13,127.18458755066108,4.1595746276141937e-10,4.24774043189684e-09,4.2477404318968395,19.898425955301786,0.0920354737290346,19.779935436626893,0.021698358958038524,0.0,1.9122349208742567e-13,,0.0
with_train_blockage,TX5,Portal,133714286,4.0,1.9157379764412356e-13,127.17663891482674,4.3051144055497574e-10,4.54496001638596e-09,4.54496001638596,19.89197081597766,0.09211801394418634,19.772965892897314,0.021697557602157795,0.0,1.9157379764412356e-13,,0.0
with_train_blockage,TX5,Portal,144000000,4.0,1.9192506416293295e-13,127.16868305531051,4.450611405476388e-10,4.843911873326597e-09,4.843911873326597,19.885491485211393,0.09220066691952002,19.767187648458204,0.021696664303648826,0.0,1.9192506416293295e-13,,0.0
with_train_blockage,TX5,Portal,154285714,4.0,1.9227729708387231e-13,127.16071991545522,4.5958862621185903e-10,5.144114407443167e-09,5.144114407443167,19.878995785513702,0.09228343940854875,19.762353491141024,0.021695703373780562,0.0,1.9227729708387231e-13,,0.0
with_train_blockage,TX5,Portal,164571429,4.0,1.9263050148219996e-13,127.15274944747279,4.740797470883103e-10,5.4451838352325124e-09,5.445183835232513,19.872489929237368,0.09236633687973589,19.75827532406942,0.021694694172920463,0.0,1.9263050148219996e-13,,0.0
with_train_blockage,TX5,Portal,174857143,4.0,1.929846821570462e-13,127.14477161037182,4.885232560496795e-10,5.746811744645417e-09,5.746811744645417,19.86597889307973,0.09244936381492132,19.754808557336432,0.02169365226066049,0.0,1.929846821570462e-13,,0.0
with_train_blockage,TX5,Portal,185142857,4.0,1.9333984369754032e-13,127.13678636841315,5.029101517922725e-10,6.048748262869829e-09,6.048748262869829,19.85946669723522,0.0925325239320187,19.751840911059077,0.021692590253544704,0.0,1.9333984369754032e-13,,0.0
with_train_blockage,TX5,Portal,195428571,4.0,1.9369599053249507e-13,127.1287936899506,5.172331856191627e-10,6.3507893588707535e-09,6.350789358870753,19.85295661492567,0.09261582035224974,19.749284330715096,0.02169151846910732,0.0,1.9369599053249507e-13,,0.0
with_train_blockage,TX5,Portal,205714286,4.0,1.940531269680315e-13,127.12079354655378,5.314864885087118e-10,6.6527671985451766e-09,6.652767198545177,19.846451330913997,0.09269925572691193,19.74706910268194,0.021690445413248303,0.0,1.940531269680315e-13,,0.0
with_train_blockage,TX5,Portal,216000000,4.0,1.9441125721631356e-13,127.11278591233928,5.456652867691543e-10,6.954542762939858e-09,6.954542762939858,19.83995306242116,0.09278283233394778,19.74513953324637,0.021689378152137714,0.0,1.9441125721631356e-13,,0.0
with_train_blockage,TX5,Portal,226285714,4.0,1.9477038541768255e-13,127.10477076345586,5.597656833915731e-10,7.256000153972411e-09,7.256000153972411,19.8334636521428,0.09286655215245401,19.74345074643493,0.021688322598358154,0.0,1.9477038541768255e-13,,0.0
with_train_blockage,TX5,Portal,236571429,4.0,1.9513051565785296e-13,127.0967480776853,5.737844885074178e-10,7.55704216703422e-09,7.55704216703422,19.826984640402802,0.0929504169203749,19.741966288945925,0.021687283732951663,0.0,1.9513051565785296e-13,,0.0
with_train_blockage,TX5,Portal,246857143,4.0,1.9549165198138474e-13,127.08871783413014,5.877190868403462e-10,7.857586821649554e-09,7.857586821649554,19.820517321581494,0.09303442817974658,19.740656322334953,0.02168626577905064,0.0,1.9549165198138474e-13,,0.0
with_train_blockage,TX5,Portal,257142857,4.0,1.9585379840232727e-13,127.08068001296743,6.015673332580842e-10,8.157564622114354e-09,8.157564622114354,19.81406278859513,0.09311858731230303,19.739496246268715,0.02168527233883107,0.0,1.9585379840232727e-13,,0.0
with_train_blockage,TX5,Portal,267428571,4.0,1.9626175579921052e-13,127.07164320183634,2.1620737207669187e-10,8.756482551691166e-10,0.8756482551691166,17.858144450180337,0.09317451252660562,19.74061578706597,0.022259459129854577,0.0,1.9626175579921052e-13,,0.0
with_train_blockage,TX5,Portal,277714286,4.0,1.9662761160497374e-13,127.06355496037587,2.164730678799861e-10,8.762859037509485e-10,0.8762859037509485,17.858272983672233,0.0932648655086623,19.742162759709107,0.022279804405664537,0.0,1.9662761160497374e-13,,0.0
with_train_blockage,TX5,Portal,288000000,4.0,1.9699448864319308e-13,127.05545924017754,2.1676274638801223e-10,8.770216731364305e-10,0.8770216731364305,17.858401876604432,0.09335538186410323,19.743887765940293,0.02230015341575999,0.0,1.9699448864319308e-13,,0.0
with_train_blockage,TX5,Portal,298285714,4.0,1.9736239036524792e-13,127.04735603505398,2.170795730004947e-10,8.778740038105017e-10,0.8778740038105017,17.858531145502596,0.09344606086379956,19.745820988363786,0.022320501648578482,0.0,1.9736239036524792e-13,,0.0
with_train_blockage,TX5,Portal,308571429,4.0,1.9773132017321045e-13,127.03924534019336,2.17427281380346e-10,8.788657101223675e-10,0.8788657101223675,17.858660809743085,0.0935369015623631,19.74799926494277,0.022340843762070763,0.0,1.9773132017321045e-13,,0.0
with_train_blockage,TX5,Portal,318857143,4.0,1.9810128140456503e-13,127.03112715248268,2.1781030326125574e-10,8.800252468099529e-10,0.8800252468099529,17.858790892204343,0.09362790274813755,19.75046789968154,0.02236117339354355,0.0,1.9810128140456503e-13,,0.0
with_train_blockage,TX5,Portal,329142857,4.0,1.9847227731264668e-13,127.02300147092124,2.1823393428818049e-10,8.813884111169315e-10,0.8813884111169314,17.858921420099268,0.09371906287935498,19.75328305897968,0.022381482916533916,0.0,1.9847227731264668e-13,,0.0
with_train_blockage,TX5,Portal,339428571,4.0,1.9884431104140273e-13,127.01486829715313,2.1870454760550557e-10,8.830006543097656e-10,0.8830006543097656,17.859052426047718,0.09381038000178345,19.756514971928212,0.022401763127517422,0.0,1.9884431104140273e-13,,0.0
with_train_blockage,TX5,Portal,349714286,4.0,1.9921738559256428e-13,127.00672763615918,2.19229871210168e-10,8.849202550847102e-10,0.8849202550847102,17.859183949469617,0.09390185164167072,19.760252243543793,0.022422002838811943,0.0,1.9921738559256428e-13,,0.0
with_train_blockage,TX5,Portal,360000000,4.0,1.9959150378259487e-13,126.99857949716333,2.198193510920035e-10,8.872227254397497e-10,0.8872227254397497,17.859316038409936,0.0939934746653538,19.76460772090974,0.022442188345140654,0.0,1.9959150378259487e-13,,0.0
with_train_blockage,TX5,Portal,370285714,4.0,1.999666681857768e-13,126.99042389482952,2.2048463056164108e-10,8.900069981923519e-10,0.8900069981923519,17.85944875194854,0.09408524509388642,19.76972654091233,0.022462302718882693,0.0,1.999666681857768e-13,,0.0
