scenario,station,label,timestamp_ns,path_count,total_power_linear,path_loss_db,mean_excess_delay_s,rms_delay_spread_s,rms_delay_spread_ns,asa_deg,asd_deg,esa_deg,esd_deg,los_power_linear,nlos_power_linear,k_factor_db,los_present
no_blockage,TX5,Portal,0,4.0,1.9406326460962186e-13,127.12056667018892,9.844739794268564e-10,3.9657203087051296e-09,3.9657203087051296,17.538323770463123,0.11081670386978064,26.544037367963206,0.06421667142395218,0.0,1.9406326460962186e-13,,0.0
no_blockage,TX5,Portal,10285714,4.0,1.9440187152340079e-13,127.11299558399594,1.1208836013089205e-09,4.639584631027585e-09,4.639584631027585,39.0350626695239,0.11092490755036526,25.363685480192796,0.06421973415465701,0.0,1.9440187152340079e-13,,0.0
no_blockage,TX5,Portal,20571429,4.0,1.9473933172759773e-13,127.10546324663056,1.2761551730402792e-09,5.412488963359335e-09,5.412488963359335,39.00200636560567,0.11102824980177628,24.308258650038294,0.06421493693365828,0.0,1.9473933172759773e-13,,0.0
no_blockage,TX5,Portal,30857143,4.0,1.9507586398630805e-13,127.09796460928357,1.4480708234672107e-09,6.2736328746941265e-09,6.273632874694126,38.96526495372966,0.11112722396760795,23.411435206824343,0.0642030864223459,0.0,1.9507586398630805e-13,,0.0
no_blockage,TX5,Portal,41142857,4.0,1.9541175887975578e-13,127.09049306211222,1.6337726283348703e-09,7.208836514651179e-09,7.208836514651178,38.9254168525254,0.11122249853336512,22.677573654112315,0.064185260199613,0.0,1.9541175887975578e-13,,0.0
no_blockage,TX5,Portal,51428571,4.0,1.957473167185438e-13,127.08304182487474,1.8303508440748117e-09,8.20354103984841e-09,8.20354103984841,38.88305745044914,0.11131476942786923,22.091060677933495,0.06416257323348337,0.0,1.957473167185438e-13,,0.0
no_blockage,TX5,Portal,61714286,4.0,1.9608280815141256e-13,127.07560482070492,2.035209869194408e-09,9.244694634223878e-09,9.244694634223878,38.83872132820579,0.11140466552804698,21.627689444475468,0.06413602956174472,0.0,1.9608280815141256e-13,,0.0
no_blockage,TX5,Portal,72000000,4.0,1.964184585401316e-13,127.0681770155194,2.2462072991347213e-09,1.0321486319898488e-08,10.321486319898488,38.7928517606118,0.11149271051898953,21.262573762168298,0.06410646333267846,0.0,1.964184585401316e-13,,0.0
no_blockage,TX5,Portal,82285714,4.0,1.9675444746174291e-13,127.06075442012033,2.461650942925935e-09,1.1425352296464974e-08,11.425352296464974,38.74580017229164,0.11157932088051026,20.973943682720183,0.06407453677090458,0.0,1.9675444746174291e-13,,0.0
no_blockage,TX5,Portal,92571429,4.0,1.970909149315703e-13,127.05333394421841,2.680234245211077e-09,1.2549662689321788e-08,12.549662689321789,38.69783881377034,0.11166482008652735,20.744219970705874,0.06404076346520261,0.0,1.970909149315703e-13,,0.0
no_blockage,TX5,Portal,102857143,4.0,1.9742796928270357e-13,127.04591321551464,2.900957850579606e-09,1.3689332627202102e-08,13.689332627202102,38.64917661953723,0.11174945694323153,20.559779647941962,0.06400553792514158,0.0,1.9742796928270357e-13,,0.0
no_blockage,TX5,Portal,113142857,4.0,1.977656944276133e-13,127.03849041418921,3.1230583560369883e-09,1.4840466243716124e-08,14.840466243716124,38.59997376265136,0.11183342260081902,20.410272965233602,0.06396916284169203,0.0,1.977656944276133e-13,,0.0
no_blockage,TX5,Portal,123428571,4.0,1.9810415578922873e-13,127.03106413823394,3.3459505577036916e-09,1.600006694729337e-08,16.00006694729337,38.55035351707235,0.11191686449566801,20.287895528512976,0.06393187136195957,0.0,1.9810415578922873e-13,,0.0
no_blockage,TX5,Portal,133714286,4.0,1.9844340487932816e-13,127.02363329974807,3.569183081233232e-09,1.7165814275500202e-08,17.165814275500203,38.50041140227303,0.11199989713543616,20.186763313888417,0.06389384428814988,0.0,1.9844340487932816e-13,,0.0
