scenario,station,label,timestamp_ns,path_count,total_power_linear,path_loss_db,mean_excess_delay_s,rms_delay_spread_s,rms_delay_spread_ns,asa_deg,asd_deg,esa_deg,esd_deg,los_power_linear,nlos_power_linear,k_factor_db,los_present
with_train_blockage,TX3,Tunnel,0,4.0,1.0768651251260364e-13,129.67838687678412,2.699056653301447e-10,1.35623650211459e-09,1.3562365021145901,17.792324561075297,0.06909090833980489,20.302482908949816,0.016454889022213186,0.0,1.0768651251260364e-13,,0.0
with_train_blockage,TX3,Tunnel,10285714,4.0,1.0783477250844196e-13,129.67241173532835,2.7887762288171736e-10,1.4952317631626192e-09,1.4952317631626193,19.90351647153146,0.06913772625355563,20.199820554987717,0.016463954482967096,0.0,1.0783477250844196e-13,,0.0
with_train_blockage,TX3,Tunnel,20571429,4.0,1.0798328237824242e-13,129.66643475372908,2.890994650175162e-10,1.6633671246539667e-09,1.6633671246539667,19.9002070111317,0.06918435115667257,20.111556867926783,0.01647204183702508,0.0,1.0798328237824242e-13,,0.0
with_train_blockage,TX3,Tunnel,30857143,4.0,1.0813204890538958e-13,129.66045567842207,3.0042847632340714e-10,1.8587216087508937e-09,1.8587216087508938,19.896526416445194,0.06923080960051226,20.03921553418365,0.01647925141349056,0.0,1.0813204890538958e-13,,0.0
with_train_blockage,TX3,Tunnel,41142857,4.0,1.0828108085448096e-13,129.65447417781527,3.126794930083755e-10,2.0778007970586204e-09,2.0778007970586203,19.892533479218315,0.06927713699506402,19.98185905864415,0.016485717590686663,0.0,1.0828108085448096e-13,,0.0
with_train_blockage,TX3,Tunnel,51428571,4.0,1.084303872609105e-13,129.64848991133886,3.2566339389899243e-10,2.3165355333481815e-09,2.3165355333481816,19.888288647113136,0.06932336996802933,19.937222667957897,0.016491579568014766,0.0,1.084303872609105e-13,,0.0
with_train_blockage,TX3,Tunnel,61714286,4.0,1.0857997634562418e-13,129.64250257292295,3.392111487673891e-10,2.5710216932305543e-09,2.5710216932305543,19.8838461579455,0.06936954151284881,19.902722176057967,0.016496962776842063,0.0,1.0857997634562418e-13,,0.0
with_train_blockage,TX3,Tunnel,72000000,4.0,1.0872985508463387e-13,129.6365119079632,3.53183043525345e-10,2.83788715547359e-09,2.8378871554735903,19.879250964924527,0.06941567906101717,19.87601788491267,0.016501971469586353,0.0,1.0872985508463387e-13,,0.0
with_train_blockage,TX3,Tunnel,82285714,4.0,1.0888002919527802e-13,129.63051771352238,3.674685933959217e-10,3.11438543622504e-09,3.11438543622504,19.874538693526738,0.06946180441663365,19.855211402002304,0.016506688438035648,0.0,1.0888002919527802e-13,,0.0
with_train_blockage,TX3,Tunnel,92571429,4.0,1.090305033076404e-13,129.6245198311525,3.81982396565271e-10,3.3983486847468573e-09,3.3983486847468574,19.869736934053496,0.06950793451926066,19.838846149323142,0.016511177908308094,0.0,1.090305033076404e-13,,0.0
with_train_blockage,TX3,Tunnel,102857143,4.0,1.0918128118161007e-13,129.61851813795957,3.966590552859969e-10,3.6880907713979875e-09,3.6880907713979876,19.86486685358904,0.06955408241155474,19.82583453890554,0.01651548922686507,0.0,1.0918128118161007e-13,,0.0
with_train_blockage,TX3,Tunnel,113142857,4.0,1.0933236590692598e-13,129.61251253841604,4.1144854855167883e-10,3.982306245295619e-09,3.9823062452956193,19.859944673869418,0.06960025813161247,19.81537322903028,0.016519660263849694,0.0,1.0933236590692598e-13,,0.0
with_train_blockage,TX3,Tunnel,123428571,4.0,1.0948376006657087e-13,129.60650295769386,4.2631247522485795e-10,4.279982880447742e-09,4.279982880447742,19.85498287510137,0.06964646944203742,19.806869568998472,0.01652372019552835,0.0,1.0948376006657087e-13,,0.0
with_train_blockage,TX3,Tunnel,133714286,4.0,1.096354658629042e-13,129.60048933652777,4.4122116488759135e-10,4.580331845320461e-09,4.580331845320461,19.849991123653076,0.06969272239281141,19.799884443488512,0.016527691653415676,0.0,1.096354658629042e-13,,0.0
with_train_blockage,TX3,Tunnel,144000000,4.0,1.0978748521242635e-13,129.5944716273611,4.5615151294483254e-10,4.882734069578868e-09,4.882734069578868,19.84497696819326,0.06973902174428508,19.79409004980208,0.016531592339583946,0.0,1.0978748521242635e-13,,0.0
