scenario,station,label,timestamp_ns,path_count,total_power_linear,path_loss_db,mean_excess_delay_s,rms_delay_spread_s,rms_delay_spread_ns,asa_deg,asd_deg,esa_deg,esd_deg,los_power_linear,nlos_power_linear,k_factor_db,los_present
no_blockage,TX3,Tunnel,0,4.0,1.1170986312367122e-13,129.5190848032146,9.967885925012409e-10,3.98934263730967e-09,3.98934263730967,17.477892000481784,0.08411895843559379,26.56546487081908,0.048773489945705566,0.0,1.1170986312367122e-13,,0.0
no_blockage,TX3,Tunnel,10285714,4.0,1.1185768038995389e-13,129.5133419094634,1.1339679834660111e-09,4.664194544396709e-09,4.664194544396708,38.991110756336596,0.08416862267214896,25.38663334780657,0.048798263297267754,0.0,1.1185768038995389e-13,,0.0
no_blockage,TX3,Tunnel,20571429,4.0,1.1200489514853616e-13,129.50762996173214,1.2902681329049972e-09,5.438840264952923e-09,5.438840264952923,38.965969353706456,0.08421547255956861,24.33243836560976,0.04881849593059984,0.0,1.1200489514853616e-13,,0.0
no_blockage,TX3,Tunnel,30857143,4.0,1.1215160229435908e-13,129.5019451733177,1.4635142447863172e-09,6.3025817157006136e-09,6.302581715700613,38.93802363642959,0.08425980017699272,23.43653233754248,0.0488346462187538,0.0,1.1215160229435908e-13,,0.0
no_blockage,TX3,Tunnel,41142857,4.0,1.1229792807885517e-13,129.4962825649207,1.6508820491489619e-09,7.241310190608049e-09,7.241310190608049,38.90771002789949,0.08430199669564478,22.7032945570234,0.04884732964145359,0.0,1.1229792807885517e-13,,0.0
no_blockage,TX3,Tunnel,51428571,4.0,1.1244400300148661e-13,129.4906370192522,1.8494856616146035e-09,8.240511246003348e-09,8.240511246003347,38.87547822912939,0.08434246731797283,22.117159081715922,0.048857184437993174,0.0,1.1244400300148661e-13,,0.0
no_blockage,TX3,Tunnel,61714286,4.0,1.1258994460960099e-13,129.48500394525223,2.0567450752415872e-09,9.287158142630625e-09,9.287158142630625,38.84173225753619,0.08438157717886687,21.653973285130903,0.04886478605374432,0.0,1.1258994460960099e-13,,0.0
no_blockage,TX3,Tunnel,72000000,4.0,1.1273585067549943e-13,129.4793795374411,2.2705273148975435e-09,1.0370452500078458e-08,10.370452500078457,38.806807261434095,0.08441962977822297,21.288900109289603,0.04887061294156915,0.0,1.1273585067549943e-13,,0.0
no_blockage,TX3,Tunnel,82285714,4.0,1.1288179897850428e-13,129.47376077919444,2.4891453359998986e-09,1.148183561486774e-08,11.48183561486774,38.77096902562909,0.08445686616109174,21.00020918606669,0.04887504515220474,0.0,1.1288179897850428e-13,,0.0
no_blockage,TX3,Tunnel,92571429,4.0,1.1302785002157501e-13,129.4681453332673,2.711294863641032e-09,1.2614678402548437e-08,12.614678402548437,38.73442350812345,0.08449347334262192,20.770351153992046,0.04887837755724838,0.0,1.1302785002157501e-13,,0.0
