timestamp_ns,path_id,delay_s,amplitude_real,amplitude_imag,phase_rad,aoa_theta_rad,aoa_phi_rad,aod_theta_rad,aod_phi_rad,doppler_hz,los_flag,original_los_flag,train_blocked,blockage_loss_db
257142857,1,3.5903741725799536e-06,1.3771315874258317e-08,-8.758036220351135e-08,-1.4148313224157087,0.1526493283952652,-1.5707963267948966,1.5638198622064932,3.134685786677962,0.0,0,0,0,0.000
257142857,2,3.7552104005679857e-06,-8.0883539688603422e-09,-1.9695850587978129e-08,-1.9604608785278164,1.8138917529767402,3.141592653589793,1.5707963267948966,3.1346609464296344,9442.897549845928,0,0,1,12.000
257142857,3,3.5886487567804706e-06,-5.751648210926756e-08,-1.373076128287548e-08,-2.9072512930542866,0.0,0.0,1.5642849547094655,3.134499749282703,0.0,0,0,0,0.000
267428571,0,3.5828793522101528e-06,3.1406497402632783e-07,2.928306723847742e-07,0.7504240402443304,1.5765685247150831,0.013802661577276481,1.5650241288747102,3.127789992012517,-9727.863983022351,0,0,0,0.000
267428571,1,3.5851988842262096e-06,2.1810215702101458e-08,4.6559431387849022e-09,0.2103184046089235,1.8236026186966532,0.0,1.5707963267948966,3.1343308764766635,-9419.71139372523,0,0,1,12.000
267428571,2,3.5870386925126865e-06,4.718309746131221e-08,-7.515549610784511e-08,-1.0101815090830653,0.1526493283952652,-1.5707963267948966,1.56381336695077,3.1346793559079935,0.0,0,0,0,0.000
267428571,3,3.585313270589125e-06,-4.7469090730130207e-08,-3.5353557504788664e-08,-2.5014471181960927,0.0,0.0,1.5642788924564315,3.1344931453105573,0.0,0,0,0,0.000
277714286,0,3.579544084906676e-06,1.8920151117759274e-07,3.85918600339397e-07,1.1149688239856146,1.5765739030640153,0.013815523558759377,1.565018750525778,3.127777130031034,-9727.861952979936,0,0,0,0.000
277714286,1,3.5819736492047514e-06,5.6223204695943638e-09,-2.1602057548164729e-08,-1.3161774209536277,1.8341028763640574,0.0,1.5707963267948966,3.1343308764766635,-9393.640986781504,0,0,1,12.000
277714286,2,3.5837032127452766e-06,7.302613967796149e-08,-5.056126336818683e-08,-0.6055882174846448,0.1526493283952652,-1.5707963267948966,1.5638068595897856,3.134672913152074,0.0,0,0,0,0.000
277714286,3,3.5819777846862234e-06,-2.9688213421078437e-08,-5.126720064139345e-08,-2.095697313716974,0.0,0.0,1.5642728189051,3.134486529029672,0.0,0,0,0,0.000
288000000,0,3.5762088183001874e-06,3.9271921404685324e-08,4.284073104245624e-07,1.4793822284960196,1.57657929144397,0.013828409531892275,1.5650133621458233,3.127764244057901,-9727.859917255058,0,0,0,0.000
288000000,1,3.5787579154997772e-06,-1.7578149582342402e-09,2.2272523429860572e-08,1.6495560966531988,1.8454902321960058,0.0,1.5707963267948966,3.1343308764766635,-9364.197521408027,0,0,1,12.000
288000000,2,3.5803677332785622e-06,8.711345585707504e-08,-1.7754165446804633e-08,-0.20105160571245378,0.1526493283952652,-1.5707963267948966,1.5638003400896687,3.134666458376664,0.0,0,0,0,0.000
288000000,3,3.5786422990725714e-06,-7.051939458965861e-09,-5.8877258441616146e-08,-1.690002031538926,0.0,0.0,1.5642667340238579,3.1344799004056023,0.0,0,0,0,0.000
298285714,0,3.5728735523926386e-06,-1.1604550934853825e-07,4.146736578348546e-07,1.8436638859031285,1.5765846898830334,0.013841319563861525,1.56500796370676,3.1277513340259318,-9727.857875826492,0,0,0,0.000
298285714,1,3.575552938107513e-06,-1.9019199104319222e-08,1.1760974615785621e-08,2.587772434999995,1.857878695982039,0.0,1.5707963267948966,3.1343308764766635,-9330.786616459334,0,0,1,12.000
298285714,2,3.5770322541133852e-06,8.715220721739443e-08,1.797789388850569e-08,0.20342816767583888,0.1526493283952652,-1.5707963267948966,1.5637938084164216,3.134659991548097,0.0,0,0,0,0.000
298285714,3,3.5753068137489808e-06,1.676936237426332e-08,-5.6935171543571573e-08,-1.284361424515266,0.0,0.0,1.5642606377809734,3.134473259403777,0.0,0,0,0,0.000
308571429,0,3.569538287185989e-06,-2.56363356116499e-07,3.4647553606204084e-07,2.207813427053955,1.5765900984093963,0.013854253722104574,1.5650025551803968,3.1277383998676886,-9727.85582867291,0,0,0,0.000
308571429,1,3.5723601977715647e-06,7.7049005887507208e-09,2.101378569350801e-08,1.2193579997605701,1.871401996837292,0.0,1.5707963267948966,3.1343308764766635,-9292.680520586977,0,0,1,12.000
308571429,2,3.573696775250592e-06,7.311570066258922e-08,5.086840697674498e-08,0.6078509430748273,0.1526493283952652,-1.5707963267948966,1.5637872645359197,3.134653512632582,0.0,0,0,0,0.000
308571429,3,3.571971328716264e-06,3.79084288713141e-08,-4.574230592063748e-08,-0.8787756458485572,0.0,0.0,1.5642545301445967,3.1344666059894934,0.0,0,0,0,0.000
318857143,0,3.5662030226822046e-06,-3.63260360911798e-07,2.3271659883640237e-07,2.571830481049285,1.5765955170513557,0.013867212074311134,1.5649971365384376,3.1277254415154823,-9727.853775772888,0,0,0,0.000
318857143,1,3.569181452668413e-06,-2.1008814762219515e-08,-7.7760577134262694e-09,-2.7870956677105316,1.886217851775337,0.0,1.5707963267948966,3.1343308764766635,-9248.981692555022,0,0,1,12.000
318857143,2,3.57036129669103e-06,4.724973508555592e-08,7.560286457180931e-08,1.012216560529859,0.1526493283952652,-1.5707963267948966,1.5637807084139106,3.1346470215961997,0.0,0,0,0,0.000
318857143,3,3.5686358439752357e-06,5.292885907956248e-08,-2.7102474590961165e-08,-0.47324484932344,0.0,0.0,1.5642484110827588,3.134459940127921,0.0,0,0,0,0.000
329142857,0,3.562867758883261e-06,-4.2269534094092727e-07,8.827439231420907e-08,2.935714675942165,1.5766009458373134,0.013880194688424326,1.5649917077524798,3.1277124589013687,-9727.851717104899,0,0,0,0.000
329142857,1,3.566018804479621e-06,-2.0625648482398021e-08,8.7926409369318486e-09,2.738624405399994,1.9025133285977458,0.0,1.5707963267948966,3.1343308764766635,-9198.57470167325,0,0,1,12.000
329142857,2,3.567025818435552e-06,1.371214625823982e-08,8.817697742515078e-08,1.4165248596206208,0.1526493283952652,-1.5707963267948966,1.5637741400160132,3.1346405184049053,0.0,0,0,0,0.000
329142857,3,3.5653003595267182e-06,5.938335041105036e-08,-4.030533734783019e-09,-0.06776918988870793,0.0,0.0,1.5642422805633704,3.1344532617840972,0.0,0,0,0,0.000
339428571,0,3.559532495791138e-06,-4.268439484377925e-07,-6.795261596223227e-08,-2.9837196690237597,1.5766063847957785,0.01389320163264193,1.5649862687940146,3.1276994519571515,-9727.849652647314,0,0,0,0.000
339428571,1,3.5628747835442055e-06,9.1537575537712706e-10,-2.2422703727549272e-08,-1.5299953706476797,1.9205116171614043,0.0,1.5707963267948966,3.1343308764766635,-9140.062194262498,0,0,1,12.000
339428571,2,3.5636903404850123e-06,-2.209640867649444e-08,8.654400330693312e-08,1.8207756794611378,0.1526493283952652,-1.5707963267948966,1.5637675593077185,3.1346340030245265,0.0,0,0,0,0.000
339428571,3,3.5619648753715316e-06,5.6211790489493584e-08,1.9735753780295486e-08,0.3376511782053378,0.0,0.0,1.5642361385542225,3.1344465709229294,0.0,0,0,0,0.000
349714286,0,3.5561972334078243e-06,-3.7511898971669996e-07,-2.1552177765589978e-07,-2.6201023142302375,1.5766118339553667,0.013906232975417526,1.5649808196344264,3.1276864206143755,-9727.847582378407,0,0,0,0.000
349714286,1,3.5597524595163384e-06,-2.0090185310845861e-08,1.0044095663254655e-08,2.67798474604294,1.940480615590198,0.0,1.5707963267948966,3.1343308764766635,-9071.678981726927,0,0,1,12.000
